Date,Open,High,Low,Close,Volume,Adj Close
14-04-2015,116.2,117.1,114.6,115.15,1640500,107.235
15-04-2015,115.2,117,114.95,115.4,1455200,107.468
16-04-2015,115.65,115.85,112.75,112.9,1900200,105.139
17-04-2015,112.7,113.9,110.1,110.4,2402200,102.811
20-04-2015,111.05,113.05,110.85,111.7,1828600,104.022
21-04-2015,112.75,113.4,111.9,112,1309400,104.301
22-04-2015,112.85,113.45,108.85,110,2336900,102.439
23-04-2015,110.5,111.5,108.6,110.25,1884200,102.672
24-04-2015,110.8,111.5,109.4,110.45,1469800,102.858
27-04-2015,111.5,113.4,110,113,1523500,105.233
28-04-2015,113.75,114.25,108.75,109.85,2062300,102.299
29-04-2015,110.6,110.75,105.45,106.35,2720600,99.04
30-04-2015,106.5,108.1,104.7,106.1,2293500,98.807
01-05-2015,106.1,106.1,106.1,106.1,0,98.807
04-05-2015,106.95,108.1,105.25,106.75,1417200,99.412
05-05-2015,106.7,109.3,106,106.5,2045100,99.179
06-05-2015,106.5,108.45,101.5,104.1,3585700,96.944
07-05-2015,103.6,105.25,102,104.6,2172400,97.41
08-05-2015,105.8,109.5,104.6,109.5,2848800,101.973
11-05-2015,109.9,110,108.2,109.3,1548200,101.787
12-05-2015,108.45,108.55,104.9,106.35,2661200,99.04
13-05-2015,105.85,106.65,104,104.9,2524000,97.689
14-05-2015,101.5,104.95,100.05,104.6,2342000,100.18
15-05-2015,105.55,105.9,101.45,102,2600900,97.689
18-05-2015,102,103.45,101.05,103.35,1594900,98.982
19-05-2015,104.5,107.65,104.5,107.15,2736900,102.622
20-05-2015,107.45,107.7,105.8,106.45,1307400,101.951
21-05-2015,106,106.3,103.9,105.35,1625200,100.898
22-05-2015,105.25,105.55,104,104.8,1386500,100.371
25-05-2015,104.8,104.8,104.8,104.8,0,100.371
26-05-2015,105.2,106.55,102.55,103.6,2308500,99.222
27-05-2015,103.5,105.45,102.7,104.9,1840800,100.467
28-05-2015,104.2,104.95,102.15,103.05,1704900,98.695
29-05-2015,103,103.1,100.2,100.7,2023900,96.444
01-06-2015,101,101.55,99.34,100.75,1477100,96.492
02-06-2015,101,101.15,99.06,100.2,2086900,95.965
03-06-2015,100.7,102.95,99.58,101.25,2239800,96.971
04-06-2015,100.95,101.65,99.01,100.3,2008400,96.061
05-06-2015,99.34,100.45,98.34,99.59,2573900,95.381
08-06-2015,99.18,100.15,96.78,97.37,2213400,93.255
09-06-2015,96.86,98.45,95.43,98.04,2791400,93.897
10-06-2015,98.01,101.7,97.11,100.8,2960600,96.54
11-06-2015,101,102.65,100.6,101.25,1854900,96.971
12-06-2015,100.6,101.8,98.74,99.92,1918700,95.697
15-06-2015,98.45,99.28,97.76,98.59,1761300,94.423
16-06-2015,97.42,98.88,96.57,98.35,2182200,94.194
17-06-2015,98.57,98.72,96.72,97.01,1665300,92.91
18-06-2015,96.55,98.17,95.17,97.88,2315300,93.743
19-06-2015,98.33,99.78,97.34,97.74,3610800,93.609
22-06-2015,100.5,102.9,100.35,102.3,3414900,97.977
23-06-2015,103.55,105.45,102.75,104.35,2381300,99.94
24-06-2015,104.25,104.5,101.6,103.25,2301600,98.887
25-06-2015,102,104.4,101.8,103.7,1679300,99.318
26-06-2015,103,104.25,102,103.5,1414400,99.126
29-06-2015,98.2,100.75,97.51,99.3,2853100,95.103
30-06-2015,99,99.85,97.22,98.18,3594200,94.031
01-07-2015,99.53,101.85,98.76,100.5,2227800,96.253
02-07-2015,102.4,102.4,98.88,99.2,1445400,95.008
03-07-2015,99.25,99.86,98.48,98.9,1424200,94.72
06-07-2015,97,98.47,97,97.26,2239400,93.15
07-07-2015,97.23,97.3,93.51,93.9,3904500,89.932
08-07-2015,92,92.69,90.36,92.09,4832800,88.198
09-07-2015,92.82,95.24,92.51,93.99,3102500,90.018
10-07-2015,96.67,96.67,94.41,95.2,3102600,91.177
13-07-2015,96.55,97.52,93.9,94.97,4173100,90.956
14-07-2015,94.73,94.81,93.29,94.67,2515000,90.669
15-07-2015,94.08,94.47,93.36,93.55,1970700,89.596
16-07-2015,94.71,96.66,93.85,95.74,2577000,91.694
17-07-2015,96.64,96.8,95.28,95.58,1718400,91.541
20-07-2015,95.58,96.44,95.05,95.61,1588500,91.569
21-07-2015,96.13,96.71,94.88,95.14,1460000,91.119
22-07-2015,94.32,94.65,93.01,94.13,1984400,90.152
23-07-2015,96.19,96.19,93.33,93.69,2282100,89.731
24-07-2015,93.33,94.05,91.22,91.64,2273600,87.767
27-07-2015,90.69,91.47,88.77,89.08,3139800,85.315
28-07-2015,89.53,90.61,89.18,90.18,2185300,86.369
29-07-2015,90.87,91,88.58,89.48,2247400,85.698
30-07-2015,89.69,90.09,88.53,89.86,1764300,86.062
31-07-2015,90,91.47,89.85,91.3,3068000,87.442
03-08-2015,91.25,92.29,90.2,92.06,2202600,88.169
04-08-2015,89.4,90.97,89.4,90.88,2624000,87.039
05-08-2015,91,93.91,91,92.97,2358600,89.041
06-08-2015,92.9,93.98,91.86,92.18,1398100,88.284
07-08-2015,91.85,93.62,91.51,92.88,1357500,88.955
10-08-2015,93.25,93.44,91.79,93.4,1025400,89.453
11-08-2015,92,92,89,89.42,3447800,85.641
12-08-2015,87.78,87.78,85.33,86.09,3850000,82.452
13-08-2015,88,88.35,85.93,86.19,2055800,82.548
14-08-2015,86.18,86.96,85.48,86.15,1802000,82.509
17-08-2015,87.5,87.87,85.64,86.63,2219900,82.969
18-08-2015,86.31,86.63,85.62,85.87,1429800,82.241
19-08-2015,85.27,85.57,83.73,83.87,2044200,80.326
20-08-2015,82.73,83.66,81.59,82,3121200,78.535
21-08-2015,79.95,82.54,79.59,80.13,4067600,76.744
24-08-2015,76.5,78.69,74.59,76.93,6898300,73.679
25-08-2015,78.52,83.04,77.81,81.82,5356500,78.362
26-08-2015,80.74,81.66,78.72,80.62,3100800,77.213
27-08-2015,83.27,83.72,82.49,82.95,2744900,79.444
28-08-2015,83.37,83.44,81.77,82.94,1488200,79.435
31-08-2015,82.2,82.66,81.37,82.22,1325200,78.745
01-09-2015,80.87,80.87,79.22,80.1,2062700,76.715
02-09-2015,80.26,81.14,79.49,79.55,1424600,76.188
03-09-2015,80.6,82.9,80.43,82.16,2333400,78.688
04-09-2015,81.3,81.87,79.48,80.32,2423800,76.926
07-09-2015,81.05,81.68,80.43,80.94,1106300,77.519
08-09-2015,82.3,84.98,82.28,84.04,2903400,80.488
09-09-2015,88.46,88.88,85.54,85.54,2753000,81.925
10-09-2015,84.89,87.04,84.54,86.06,2384000,82.423
11-09-2015,86.03,86.3,85.02,85.53,1758800,81.915
14-09-2015,85.3,86.38,84.99,85.34,1285600,81.733
15-09-2015,85.87,87.89,85.48,87.23,2067900,83.544
16-09-2015,88.15,88.75,86.87,87.42,1937500,83.726
17-09-2015,88.2,88.55,87.67,88.26,1805200,84.53
18-09-2015,87.7,87.79,84.52,85.71,3953800,82.088
21-09-2015,83.33,85.36,81.68,84.4,3586400,80.833
22-09-2015,84.41,84.41,78,79.32,4967200,75.968
23-09-2015,79.07,81.5,76.4,79.79,4126800,76.418
24-09-2015,80.22,82.21,72.05,75.68,10938200,72.482
25-09-2015,79.43,79.83,77.9,78.89,4723000,75.556
28-09-2015,78.79,78.79,75.9,76.59,2588300,73.353
29-09-2015,75.03,78,74.74,76.37,2065400,73.143
30-09-2015,79.9,80.79,78.31,79.22,2011100,75.872
01-10-2015,80.62,80.99,77.82,78.33,1875800,75.02
02-10-2015,79.33,79.73,76.12,78.21,2015600,74.905
05-10-2015,79.77,81.61,78.46,81.17,2142900,77.74
06-10-2015,81.51,82.98,80.45,82.22,1958200,78.745
07-10-2015,83,87.33,82.74,85.74,2874300,82.117
08-10-2015,85.4,87.33,85.21,86.2,1387300,82.557
09-10-2015,87.4,88.31,86.68,87.8,1712400,84.089
12-10-2015,88.35,89.96,88.15,89.25,2087100,85.478
13-10-2015,89,89.04,86.18,88.11,2058800,84.386
14-10-2015,87,89,86.43,86.74,1812700,83.074
15-10-2015,87.71,88.14,86.74,87.01,1390500,83.333
16-10-2015,87.9,87.9,86.04,86.74,1406400,83.074
19-10-2015,86.6,88,86.55,87.69,997800,83.984
20-10-2015,87.35,88,86.37,87.28,1072500,83.591
21-10-2015,87.92,88.56,86.67,88,1080800,84.281
22-10-2015,87.66,90.67,86.96,90.35,2392000,86.532
23-10-2015,91.71,94.46,91.71,93.29,3194600,89.347
26-10-2015,92.84,93.99,92.39,92.91,1213800,88.984
27-10-2015,93.05,93.26,92.25,92.38,1129700,88.476
28-10-2015,92.55,93.51,91.55,92.97,1032700,89.041
29-10-2015,94,94.17,92.65,93.34,1161200,89.395
30-10-2015,93.61,94.03,92.47,93.36,1272400,89.415
02-11-2015,92.73,94.56,92.71,94.36,1425500,90.372
03-11-2015,95.8,96,91.95,93.57,2516200,89.616
04-11-2015,92.73,93.18,89.74,92.45,2866700,88.543
05-11-2015,92.52,93.41,91.58,92.78,1351300,88.859
06-11-2015,92.78,96.84,92.78,96.03,2565900,91.972
09-11-2015,96.23,97.24,94.8,94.96,1590100,90.947
10-11-2015,95.49,96.11,94,95.93,1260100,91.876
11-11-2015,95.89,97.01,95.54,96.18,1498000,92.115
12-11-2015,95.74,95.76,93.64,94.46,1544600,90.468
13-11-2015,94.2,95.79,93,94.54,1435400,90.545
16-11-2015,93.28,95.48,93.28,94.71,1018500,90.707
17-11-2015,95.71,97.59,95.27,97.26,1374900,93.15
18-11-2015,96.91,97.94,96.42,97.45,928600,93.332
19-11-2015,97.9,99.36,97.74,98.73,1389800,94.558
20-11-2015,99,99.59,98.61,99.17,1538100,94.979
23-11-2015,98.97,99.28,98.16,98.45,1009600,94.289
24-11-2015,98,98.68,96.16,96.76,1388200,92.671
25-11-2015,97.48,99.52,96.24,99.5,1210000,95.295
26-11-2015,99.5,101.65,99.45,100.85,1257100,96.588
27-11-2015,100.25,102,99.93,101.5,1085200,97.211
30-11-2015,101.4,104.1,101.15,103.3,1758600,98.934
01-12-2015,103.6,104.85,103.15,103.3,1498200,98.934
02-12-2015,103.7,103.85,101.9,102.65,1258900,98.312
03-12-2015,102.3,104.15,97.41,98.34,2783800,94.184
04-12-2015,97.91,99.11,96.4,98.17,1888000,94.021
07-12-2015,99.21,101.45,98.94,99.99,1028500,95.764
08-12-2015,100.3,100.35,96.07,97.2,1404500,93.092
09-12-2015,97.4,98.47,95.85,97.14,1243800,93.035
10-12-2015,96.2,97.98,96.15,97.27,1018600,93.159
11-12-2015,97.15,97.2,93.24,94.11,2035500,90.133
14-12-2015,94.08,95.08,91.57,91.9,1680600,88.016
15-12-2015,92.74,95.5,92.74,94.69,1490500,90.688
16-12-2015,95.29,96.6,94.48,95.49,1530500,91.455
17-12-2015,98.24,99.49,98.15,98.72,2218000,94.548
18-12-2015,97.6,98.52,96.03,96.71,2791300,92.623
21-12-2015,96.38,99.36,95.5,95.5,1325700,91.464
22-12-2015,96.34,97.23,94.74,96.35,1142600,92.278
23-12-2015,97.95,99.08,97.62,98.55,886400,94.385
24-12-2015,98.55,98.55,98.55,98.55,0,94.385
25-12-2015,98.55,98.55,98.55,98.55,0,94.385
28-12-2015,98.88,99.08,97.1,97.35,372200,93.236
29-12-2015,98.16,98.99,97.6,98.56,565400,94.395
30-12-2015,98.5,98.5,97.57,97.63,431900,93.504
31-12-2015,97.63,97.63,97.63,97.63,0,93.504
01-01-2016,97.63,97.63,97.63,97.63,0,93.504
04-01-2016,94.71,94.71,91.76,92.25,2376200,88.351
05-01-2016,93.42,93.5,90.63,91.82,1533100,87.94
06-01-2016,91,91,87.14,88.78,2301900,85.028
07-01-2016,85.3,86,83.52,85.44,2812400,81.829
08-01-2016,86.16,87.14,83.41,83.44,1969100,79.914
11-01-2016,83.11,85.59,82.88,83.14,1832400,79.626
12-01-2016,83.6,86.5,83.27,84.85,1766900,81.264
13-01-2016,86.26,86.64,82.1,82.89,2155800,79.387
14-01-2016,82,82.11,78.06,80.11,3759300,76.724
15-01-2016,79.64,80.82,76.58,78.02,3031900,74.723
18-01-2016,77.98,79.7,76.77,78.1,1434500,74.799
19-01-2016,80.2,80.33,78.5,78.86,1797200,75.527
20-01-2016,76.3,77.3,75.46,76.77,2233100,73.526
21-01-2016,76.4,79.33,75.99,78.7,2139200,75.374
22-01-2016,80.52,80.96,79.59,79.71,1988100,76.341
25-01-2016,80.31,80.31,78.34,78.92,1448700,75.585
26-01-2016,77.35,80.12,76.19,79.4,1560100,76.044
27-01-2016,79.13,79.96,78.04,79.96,1239900,76.581
28-01-2016,79.18,80.59,77.3,77.62,1860700,74.34
29-01-2016,78.84,78.9,75.72,76.66,2448700,73.42
01-02-2016,76.89,77,74.23,75.47,2236300,72.281
02-02-2016,75.22,75.4,73.69,74.03,1593600,70.901
03-02-2016,73.4,74.81,71.5,72.7,2686100,69.628
04-02-2016,72.11,72.49,69.38,71.49,3232000,68.469
05-02-2016,71.6,73.85,71.18,72.41,1967800,69.35
08-02-2016,72.76,73.28,69.04,69.3,2041200,66.371
09-02-2016,69.41,69.7,66.86,67.83,2402400,64.963
10-02-2016,68.23,70.17,67.64,69.08,2283700,66.161
11-02-2016,68.32,68.46,66,67.18,2124900,64.341
12-02-2016,68.13,70.79,67.39,70.26,2671700,67.291
15-02-2016,72.59,73.95,71.98,73.08,2120700,69.992
16-02-2016,74.1,74.49,72.14,72.82,1885900,69.743
17-02-2016,73.3,75.89,73.15,75.39,1660900,72.204
18-02-2016,76.15,76.64,74.2,75.35,1585100,72.166
19-02-2016,74.65,75.36,73.24,73.83,1632600,70.71
22-02-2016,74.93,75.76,74.81,75.2,1274000,72.022
23-02-2016,74.51,74.87,72.94,73.14,1294700,70.049
24-02-2016,73,73.21,68.94,70.2,2313300,67.233
25-02-2016,71.12,71.98,70.01,71.3,1353700,68.287
26-02-2016,72.45,74.79,72.22,73.89,1568400,70.767
29-02-2016,73.05,75.37,72.61,75.15,1726400,71.974
01-03-2016,75.27,78.61,75,78.31,2189700,75.001
02-03-2016,78.96,80.52,78.85,80.43,1998200,77.031
03-03-2016,80.88,81.93,80.05,81.15,1571200,77.721
04-03-2016,81.67,83.3,80.9,82.63,1715700,79.138
07-03-2016,82.25,82.96,80.62,81.87,1192800,78.41
08-03-2016,80.63,81.71,79.09,80.02,1861600,76.638
09-03-2016,79.78,81.95,77.5,78.54,4328600,75.221
10-03-2016,78.8,81.75,75.36,75.42,3855800,72.233
11-03-2016,77.11,79.34,76.76,78.72,2289400,75.393
14-03-2016,80.01,81.35,79.57,80.23,2004400,76.839
15-03-2016,80,80.67,78.81,79.56,1565600,76.198
16-03-2016,80.01,83.51,80,82.63,3191500,79.138
17-03-2016,83.5,83.5,79.12,81.02,2512800,77.596
18-03-2016,81.15,81.99,80.56,81.58,2973000,78.132
21-03-2016,80.9,82.56,80.35,81.2,1357400,77.768
22-03-2016,80.5,81.56,79.4,81.38,1478200,77.941
23-03-2016,81.98,82.75,80.41,81.06,1279000,77.634
24-03-2016,80.82,80.98,79.24,79.58,1506700,76.217
25-03-2016,79.58,79.58,79.58,79.58,0,76.217
28-03-2016,79.58,79.58,79.58,79.58,0,76.217
29-03-2016,79.58,80.75,79.43,80.45,1243900,77.05
30-03-2016,80.84,82.87,80.53,82.11,1457900,78.64
31-03-2016,82,82.22,80.63,80.7,1537700,77.29
01-04-2016,79.6,79.73,77.26,78,2215000,74.704
04-04-2016,77.64,78.44,76.57,77.54,1766900,74.263
05-04-2016,76.1,76.19,74.6,74.63,2052700,71.476
06-04-2016,75,75.19,73.56,75,1659500,71.83
07-04-2016,75.4,75.5,73.3,73.85,1708300,70.729
08-04-2016,74.06,75.35,74.06,74.3,1284400,71.16
11-04-2016,74.34,75.6,73.66,74.79,1165300,71.629
12-04-2016,75.12,75.64,73.94,75.35,1320700,72.166
13-04-2016,76.95,78.77,76.48,78,2267600,74.704
14-04-2016,78.4,79.2,78.1,79.2,1718300,75.853
15-04-2016,79.01,79.18,77.62,78.37,1495700,75.058
18-04-2016,78.27,80.86,77.8,80.41,1869900,77.012
19-04-2016,81.04,83.2,80.91,83.07,2054900,79.559
20-04-2016,82.48,84.46,81.99,84.02,1922600,80.469
21-04-2016,84.4,85.07,83.26,84.15,1823700,80.594
22-04-2016,81.83,83.62,81.26,82.78,2129700,79.282
25-04-2016,83,83.29,81.87,81.94,2338900,78.477
26-04-2016,82.3,83.63,82.28,82.6,1400900,79.109
27-04-2016,82.9,83.65,82.62,83.36,1214100,79.837
28-04-2016,82.93,84.15,81.89,83.94,1766500,80.393
29-04-2016,83.21,84.07,80.5,80.5,2252400,77.098
02-05-2016,81.32,82.73,80.99,81.12,1531000,77.692
03-05-2016,79.92,79.92,77.77,78.03,3093400,74.732
04-05-2016,78.05,78.43,76,76.45,2096900,73.219
05-05-2016,76.69,76.69,75,75.53,1480600,72.338
06-05-2016,75.48,76.06,74.41,75.69,2446800,72.491
09-05-2016,76.73,77.35,75.82,76.52,1624800,73.286
10-05-2016,77.53,78.25,77.16,78.01,1783400,74.713
11-05-2016,78.06,78.4,76.6,76.9,1307000,73.65
12-05-2016,76.71,77.34,75.39,75.72,2708100,72.52
13-05-2016,72.85,73.94,72.25,73.77,2570500,73.77
16-05-2016,73.77,73.77,73.77,73.77,0,73.77
17-05-2016,74.76,74.88,70.99,71.56,2952700,71.56
18-05-2016,71.11,71.65,70.51,70.99,2053500,70.99
19-05-2016,70.86,71.88,69.94,70.66,2372200,70.66
20-05-2016,71.2,71.9,70.94,71.7,1889800,71.7
23-05-2016,71.95,71.97,70.51,70.82,1654300,70.82
24-05-2016,70.7,72.35,70.05,72.14,2170600,72.14
25-05-2016,73.27,74.21,72.82,73.86,2025800,73.86
26-05-2016,73.89,75.81,73.86,75.45,2067600,75.45
27-05-2016,75.53,75.59,74.57,75.16,1348200,75.16
30-05-2016,75.49,76.12,75.25,75.76,686300,75.76
31-05-2016,76.01,76.37,74.79,75.89,2144100,75.89
01-06-2016,75.92,75.96,73.55,73.93,1920200,73.93
02-06-2016,73.72,74.41,73.16,74.05,1311600,74.05
03-06-2016,74.5,74.58,71.59,72.27,1905900,72.27
06-06-2016,72.43,73.23,71.86,72.24,864700,72.24
07-06-2016,72.73,74.05,72.54,73.83,1386700,73.83
08-06-2016,73.68,74.04,72.71,73,1138200,73
09-06-2016,72.89,72.97,71.38,71.84,1395800,71.84
10-06-2016,71.4,71.56,70.1,70.7,1957300,70.7
13-06-2016,70,70.21,68.84,69.34,2088100,69.34
14-06-2016,68.79,69.1,67.45,67.6,2282100,67.6
15-06-2016,68.45,70.1,67.95,68.56,2198000,68.56
16-06-2016,67.59,68.48,67.11,68.3,1985500,68.3
17-06-2016,69.07,69.9,68.69,68.97,2500400,68.97
20-06-2016,71.18,72.52,71.05,72.24,2039100,72.24
21-06-2016,72.3,73.16,71.73,72.64,1694300,72.64
22-06-2016,73.19,73.64,72.47,72.47,1460800,72.47
23-06-2016,72.53,74.39,72.26,74.25,2227200,74.25
24-06-2016,66,70.61,66,68.66,8608700,68.66
27-06-2016,68.24,68.78,65.01,65.67,3713100,65.67
28-06-2016,67.69,68.16,65.56,65.83,2686800,65.83
29-06-2016,66.42,67.52,65.55,65.88,2732400,65.88
30-06-2016,65.98,66.25,64.98,65.79,2450500,65.79
01-07-2016,66.27,68.48,66,67.79,2544800,67.79
04-07-2016,68.34,68.38,66.41,66.79,1716900,66.79
05-07-2016,66.33,66.44,64.99,65.21,2097300,65.21
06-07-2016,64.9,65.22,63.38,65.1,2701700,65.1
07-07-2016,65.59,67.12,65.43,65.6,1804400,65.6
08-07-2016,65.45,68.9,65.3,68.44,2670300,68.44
11-07-2016,69.25,70.55,68.82,70.04,1858700,70.04
12-07-2016,70.62,73.67,70.59,73.31,2946300,73.31
13-07-2016,73,75.22,72.62,72.98,2527300,72.98
14-07-2016,74,75.22,73.72,74.74,2234000,74.74
15-07-2016,74.5,75.17,73.79,74.66,1606700,74.66
18-07-2016,74.9,76.03,74.33,74.91,1405500,74.91
19-07-2016,74.75,74.96,72.68,73.58,1960100,73.58
20-07-2016,74.19,75.73,73.39,75.39,1710200,75.39
21-07-2016,75.7,76.53,74.96,75.98,1434400,75.98
22-07-2016,75.56,76.17,75.1,75.5,948300,75.5
25-07-2016,75.72,77.37,75.08,76.14,1393900,76.14
26-07-2016,76.14,77.34,75.73,76.78,1222800,76.78
27-07-2016,77.64,78.8,77.51,78.36,1971400,78.36
28-07-2016,78.38,78.5,75.97,75.97,2356400,75.97
29-07-2016,76.59,77.12,76.39,77.05,1458600,77.05
01-08-2016,78.44,78.68,76.54,77.13,1492100,77.13
02-08-2016,78,78.2,74.75,75.41,2513500,75.41
03-08-2016,75.39,75.81,73.73,75.81,1883900,75.81
04-08-2016,76.24,77.61,75.57,75.84,1576400,75.84
05-08-2016,76.16,78.01,76.05,77.92,1438700,77.92
08-08-2016,78.5,78.98,77.29,77.63,1226600,77.63
09-08-2016,77.91,80.48,77.64,80.29,2012000,80.29
